timestamp,value_0
1728000000000,173712331021.30002
1728000300000,173730564510.69998
1728000600000,173736295354.0
1728000900000,173743265693.09998
1728001200000,173746467158.0
1728001500000,173750701882.69995
1728001800000,173752058091.9
1728002100000,173755191083.49997
1728002400000,173758086154.69998
1728002700000,173759480505.7
1728003000000,173760191004.0
1728003300000,173758682362.6
1728003600000,173764858174.69998
1728003900000,173763775534.4
1728004200000,173768236521.0
1728004500000,173772343575.09998
1728004800000,173776560151.09998
1728005100000,173780531131.9
1728005400000,173784122037.09998
1728005700000,173788598085.9
1728006000000,173794053392.69998
1728006300000,173801225799.80002
1728006600000,173803426838.3
1728006900000,173809866270.0
1728007200000,173817128761.09998
1728007500000,173812516528.50003
1728007800000,173818154550.8
1728008100000,173821843467.8
1728008400000,173825648369.9
1728008700000,173830368987.30002
1728009000000,173835873433.89996
1728009300000,173837360544.1
1728009600000,173118472049.4
1728009900000,173844565230.4
1728010200000,173848873146.90002
1728010500000,173854358052.4
1728010800000,173858107586.2
1728011100000,173861202596.0
1728011400000,173865328360.3
1728011700000,173869281361.6
1728012000000,173874476753.5
1728012300000,173881466679.0
1728012600000,173887304628.19998
1728012900000,173895682678.69998
1728013200000,173897601518.10004
1728013500000,173904175293.0
1728013800000,173909835595.89996
1728014100000,173916942231.40002
1728014400000,173923993793.8
1728014700000,173929430681.89996
1728015000000,173247604928.90002
1728015300000,173953963464.0
1728015600000,173945780215.70004
1728015900000,173957069229.8
1728016200000,173960765703.7
1728016500000,173968503368.4
1728016800000,173975970537.2
1728017100000,173983272117.49997
1728017400000,173991180241.30002
1728017700000,174000616226.4
1728018000000,174010277926.6
1728018300000,174019071138.10004
1728018600000,174027705035.89996
1728018900000,174034007013.2
1728019200000,174043453875.0
1728019500000,174053396400.29996
1728019800000,174062764044.4
1728020100000,174068704664.1
1728020400000,174079066915.80002
1728020700000,174088653230.10004
1728021000000,174099873598.69998
1728021300000,174109146251.19998
1728021600000,174121082022.69998
1728021900000,174130756509.2
1728022200000,174143162803.70004
1728022500000,174159963867.6
1728022800000,174168384367.4
1728023100000,174180332705.8
1728023400000,174188466974.59998
1728023700000,174198306245.59998
1728024000000,174206392300.0
1728024300000,174215354285.6
1728024600000,174230876580.0
1728024900000,174234191268.0
1728025200000,174243195238.29996
1728025500000,174252824221.7
1728025800000,174269612689.30002
1728026100000,174275449519.0
1728026400000,174285986573.09998
1728026700000,174296389530.4
1728027000000,174306574825.6
1728027300000,174315910000.4
1728027600000,174325930278.3
1728027900000,174334715969.7
1728028200000,174344964623.5
1728028500000,174353151410.90002
1728028800000,174362766266.1
1728029100000,174370079956.2
1728029400000,174379639855.19998
1728029700000,174391952187.2
1728030000000,174404005965.40002
1728030300000,174415920235.49997
1728030600000,174426414008.4
1728030900000,174436369022.19998
1728031200000,174445593971.19998
1728031500000,174455463642.90002
1728031800000,174468993389.09998
1728032100000,174476263907.59998
1728032400000,174483995069.0
1728032700000,174498956096.10004
1728033000000,174512103215.0
1728033300000,174520534704.1
1728033600000,174533574649.49997
1728033900000,173111067118.50003
1728034200000,169954458162.4
1728034500000,174566193465.49997
1728034800000,174580533436.8
1728035100000,174593289577.5
1728035400000,174604327377.8
1728035700000,174621739893.89996
1728036000000,174640823806.50003
1728036300000,174661288295.49997
1728036600000,174680312028.4
1728036900000,174703801471.19998
1728037200000,174715087014.50003
1728037500000,174734042943.49997
1728037800000,174745539524.90002
1728038100000,174760087681.6
1728038400000,173950121347.40002
1728038700000,174789430292.3
1728039000000,166016372859.09998
1728039300000,174823834017.1111
1728039600000,174824386874.19998
1728039900000,174834148001.4
1728040200000,174841497917.89996
1728040500000,174854630272.0
1728040800000,174868470842.50003
1728041100000,174883890995.30002
1728041400000,174896430580.5
1728041700000,174911711856.2
1728042000000,174923093461.0
1728042300000,174937096978.0
1728042600000,174953231010.0
1728042900000,174964065032.8
1728043200000,174978487205.4
1728043500000,174991688598.19998
1728043800000,175007056125.80002
1728044100000,175024904544.4
1728044400000,175056215567.09998
1728044700000,175059538092.29996
1728045000000,175074403320.6
1728045300000,175088237931.0
1728045600000,175089202046.69998
1728045900000,175108596456.80002
1728046200000,175115072473.7
1728046500000,175129571722.0
1728046800000,175143300360.5
1728047100000,175159738915.4
1728047400000,175177806128.69998
1728047700000,175193318378.4
1728048000000,175207255525.89996
1728048300000,175221573755.89996
1728048600000,175236476954.90002
1728048900000,175251737397.30005
1728049200000,175265515178.8
1728049500000,175284385216.3
1728049800000,175302595895.9
1728050100000,175321228273.4
1728050400000,175328622491.2
1728050700000,175353785314.0
1728051000000,175371332010.1
1728051300000,175372476618.2
1728051600000,175379567950.6
1728051900000,175393216083.40002
1728052200000,175406141770.0
1728052500000,175418842861.89996
1728052800000,175429727181.4
1728053100000,175447640625.80002
1728053400000,175452857418.69998
1728053700000,175470316662.3
1728054000000,175477060980.19998
1728054300000,175485001736.1
1728054600000,175493881761.8
1728054900000,175505776668.90002
1728055200000,175518173320.19998
1728055500000,175530853461.80002
1728055800000,175543634136.8
1728056100000,175554465311.30002
1728056400000,175569648868.1
1728056700000,175575118671.2
1728057000000,175589345290.6
1728057300000,175603743910.50003
1728057600000,175616577972.50003
1728057900000,175627126750.50003
1728058200000,175635005811.09998
1728058500000,175642166369.49997
1728058800000,175650285138.4
1728059100000,175661511432.0
1728059400000,175670734804.3
1728059700000,175679774138.2
1728060000000,175693962239.7
1728060300000,175704931580.0
1728060600000,175720311400.10004
1728060900000,175727082659.49997
1728061200000,175738845168.19998
1728061500000,175752635038.5
1728061800000,175779999650.29996
1728062100000,175741751628.0
1728062400000,175828348882.80002
1728062700000,175832873123.5
1728063000000,175798538565.89996
1728063300000,175844694426.4
1728063600000,175863407369.30002
1728063900000,175879771522.5
1728064200000,175810667075.4
1728064500000,175849284257.30002
1728064800000,175921654400.0
1728065100000,175960301495.30002
1728065400000,175948870893.59998
1728065700000,175988574496.69998
1728066000000,175952562232.80002
1728066300000,175993927825.6
1728066600000,176011680445.9
1728066900000,176025005140.8
1728067200000,176057289095.89996
1728067500000,176024056896.80002
1728067800000,176031870931.6
1728068100000,176087381588.90002
1728068400000,176094073181.89996
1728068700000,176140700880.69998
1728069000000,176133430183.4
1728069300000,176130713973.4
1728069600000,176161007818.19998
1728069900000,176146714303.30002
1728070200000,176177014938.0
1728070500000,176195437069.1
1728070800000,176201498802.4
1728071100000,176222256907.2
1728071400000,176246232622.69998
1728071700000,176274345021.4
1728072000000,176252552784.50003
1728072300000,176295470503.09998
1728072600000,176274894479.4
1728072900000,176322362299.4
1728073200000,176319419182.8
1728073500000,176332086321.49997
1728073800000,176341944971.4
1728074100000,176356749544.4
1728074400000,176374083080.6
1728074700000,176386884787.7
1728075000000,176396844871.80002
1728075300000,176405936474.10004
1728075600000,176408716203.09998
1728075900000,176415665567.6
1728076200000,176411301173.40002
1728076500000,176411199155.6
1728076800000,176412012035.09998
1728077100000,176412816874.4
1728077400000,176410890743.09998
1728077700000,176411511166.10004
1728078000000,176415210214.10004
1728078300000,176421016035.80002
1728078600000,176422690243.4
1728078900000,176424218630.6
1728079200000,176424618977.30002
1728079500000,176425606842.40002
1728079800000,176429242703.0
1728080100000,176428632410.1
1728080400000,176424479536.90002
1728080700000,176437747793.0
1728081000000,176445243453.49997
1728081300000,176444598054.1
1728081600000,176452980138.69998
1728081900000,176455920427.09998
1728082200000,176456547990.59998
1728082500000,176458963492.0
1728082800000,176462930602.2
1728083100000,176467114131.30002
1728083400000,176468983432.29996
1728083700000,176470019889.89996
1728084000000,176478756750.0
1728084300000,176474875111.70004
1728084600000,176477572543.19998
1728084900000,176481342444.2
1728085200000,176483795434.4
1728085500000,174796303423.09998
1728085800000,176489322417.30002
1728086100000,176490429100.1
1728086400000,176492744490.2
1728086700000,176500029864.3
1728087000000,176514026158.19998
1728087300000,176531876342.59998
1728087600000,176552944527.09998
1728087900000,176562038455.9
1728088200000,176573626290.19998
1728088500000,176581860977.0
1728088800000,176583927377.40002
1728089100000,176584855931.5
1728089400000,176585730967.09998
1728089700000,176591075038.10004
1728090000000,176596318253.80002
1728090300000,176596094039.89996
1728090600000,176597557569.40002
1728090900000,176599557861.0
1728091200000,176601088136.9
1728091500000,176607317033.4
1728091800000,176612023430.59998
1728092100000,176617867979.2
1728092400000,176622782962.90002
1728092700000,176623999115.09998
1728093000000,176624419175.49997
1728093300000,176626433182.50003
1728093600000,176628747952.69998
1728093900000,176632611646.90002
1728094200000,176635921170.69998
1728094500000,176640310364.4
1728094800000,176646987413.0
1728095100000,176652876879.70004
1728095400000,176656673074.90002
1728095700000,176666559216.69998
1728096000000,176662995601.4
1728096300000,176666088625.80002
1728096600000,176669229274.10004
1728096900000,175926422525.1
1728097200000,176688489110.0
1728097500000,176697522622.90002
1728097800000,176699480198.3
1728098100000,176701262439.2
